"X","vid_name","frame","num_right_hands","num_left_hands","num_faces","hand_present","face_present","face_openpose","hand_openpose","height","width","left","top","label","mean_conf","WorkerID"
21380,"A_20131206_1423_02.mp4",6510,2,2,2,1,0,0,0,0,0,0,0,"face",0,"OP"
21381,"A_20140321_1808_01.mp4",49165,1,1,1,1,0,0,1,0.0963668,0.031784,0.757349,0.146515,"hand",0.0323791733333333,"OP"
21381,"A_20140321_1808_01.mp4",49165,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
21381,"A_20140321_1808_01.mp4",49165,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21383,"A_20150329_3016_01.mp4",43045,1,1,1,1,1,1,1,0.193482,0.175731,0.379703,0.641847,"hand",0.02005929,"OP"
21383,"A_20150329_3016_01.mp4",43045,1,1,1,1,1,1,1,0.052539,0.104425,0.283863,0.636567,"hand",0.359383142857143,"OP"
21383,"A_20150329_3016_01.mp4",43045,1,1,1,1,1,1,1,0.084933,0.123588,0.455515,0.373288,"face",0.0282643470471429,"OP"
21384,"A_20140820_2307_04.mp4",520,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
21384,"A_20140820_2307_04.mp4",520,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
21384,"A_20140820_2307_04.mp4",520,1,1,1,1,0,0,0,0,0,0,0,"face",0,"OP"
21385,"A_20140214_1701_01.mp4",1250,2,2,2,1,1,0,1,0.015357,0.0182920000000001,0.717724,0.524535,"hand",0.0131003847619048,"OP"
21385,"A_20140214_1701_01.mp4",1250,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
21385,"A_20140214_1701_01.mp4",1250,2,2,2,1,1,0,1,0.010441,0.0144299999999999,0.703391,0.506487,"hand",0.0122200057142857,"OP"
21385,"A_20140214_1701_01.mp4",1250,2,2,2,1,1,0,1,0.026833,0.046417,0.793479,0.605617,"hand",0.0115217352380952,"OP"
21385,"A_20140214_1701_01.mp4",1250,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
21385,"A_20140214_1701_01.mp4",1250,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
2139,"S_20150309_2820_01.mp4",1795,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
2139,"S_20150309_2820_01.mp4",1795,1,1,1,1,0,0,1,0.063691,0.0557,0.497932,0.442127,"hand",0.0430397323809524,"OP"
2139,"S_20150309_2820_01.mp4",1795,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21391,"A_20130609_0827_01.mp4",19040,1,1,1,0,1,1,1,0.062137,0.029612,0.419842,0.483018,"hand",0.0186542704761905,"OP"
21391,"A_20130609_0827_01.mp4",19040,1,1,1,0,1,1,1,0.068461,0.054507,0.319096,0.420212,"hand",0.0478918333333333,"OP"
21391,"A_20130609_0827_01.mp4",19040,1,1,1,0,1,1,1,0.140093,0.102418,0.323541,0.306484,"face",0.000471210774285714,"OP"
21392,"A_20130531_0818_02.mp4",27035,2,2,2,1,1,0,1,0.0372083,0.0240752,0.0211413,0.12577,"hand",0.00371644014285714,"OP"
21392,"A_20130531_0818_02.mp4",27035,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
21392,"A_20130531_0818_02.mp4",27035,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
21392,"A_20130531_0818_02.mp4",27035,2,2,2,1,1,0,1,0.0943719999999999,0.122782,0.485817,0.711152,"hand",0.219370685714286,"OP"
21392,"A_20130531_0818_02.mp4",27035,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
21392,"A_20130531_0818_02.mp4",27035,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
21393,"A_20150216_2903_02.mp4",1865,2,2,2,0,0,0,1,0,0,0,0,"hand",0,"OP"
21393,"A_20150216_2903_02.mp4",1865,2,2,2,0,0,0,1,0.024782,0.0176190000000001,0.657021,0.469709,"hand",0.00517985380952381,"OP"
21393,"A_20150216_2903_02.mp4",1865,2,2,2,0,0,0,1,0,0,0,0,"hand",0,"OP"
21393,"A_20150216_2903_02.mp4",1865,2,2,2,0,0,0,1,0.010394,0.015973,0.611739,0.578929,"hand",0.00773487809523809,"OP"
21393,"A_20150216_2903_02.mp4",1865,2,2,2,0,0,0,1,0,0,0,0,"face",0,"OP"
21393,"A_20150216_2903_02.mp4",1865,2,2,2,0,0,0,1,0,0,0,0,"face",0,"OP"
21396,"A_20140709_2126_01.mp4",31495,2,2,2,0,0,1,0,0,0,0,0,"hand",0,"OP"
21396,"A_20140709_2126_01.mp4",31495,2,2,2,0,0,1,0,0,0,0,0,"hand",0,"OP"
21396,"A_20140709_2126_01.mp4",31495,2,2,2,0,0,1,0,0,0,0,0,"hand",0,"OP"
21396,"A_20140709_2126_01.mp4",31495,2,2,2,0,0,1,0,0,0,0,0,"hand",0,"OP"
21396,"A_20140709_2126_01.mp4",31495,2,2,2,0,0,1,0,0,0,0,0,"face",0,"OP"
21396,"A_20140709_2126_01.mp4",31495,2,2,2,0,0,1,0,0.20073,0.150469,0.760318,0.561505,"face",0.00069942061,"OP"
21399,"A_20131022_1309_03.mp4",29270,1,1,1,1,0,0,1,0.0959180000000001,0.0992909999999999,0.883822,0.49882,"hand",0.0469616485714286,"OP"
21399,"A_20131022_1309_03.mp4",29270,1,1,1,1,0,0,1,0.216435,0.183949,0.500936,0.890651,"hand",0.676519714285714,"OP"
21399,"A_20131022_1309_03.mp4",29270,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
214,"S_20150301_2812_01.mp4",220,1,1,1,1,1,1,1,0.052998,0.051548,0.827521,0.423333,"hand",0.228669828571429,"OP"
214,"S_20150301_2812_01.mp4",220,1,1,1,1,1,1,1,0.034867,0.034531,0.728283,0.405646,"hand",0.11170320952381,"OP"
214,"S_20150301_2812_01.mp4",220,1,1,1,1,1,1,1,0.112665,0.091357,0.769151,0.238817,"face",0.494447025714286,"OP"
21400,"A_20130906_1124_01.mp4",19845,1,1,1,1,1,1,1,0.0816599999999998,0.055477,0.543432,1.00626,"hand",0.0226227314285714,"OP"
21400,"A_20130906_1124_01.mp4",19845,1,1,1,1,1,1,1,0.0610409999999999,0.083556,0.350359,0.972905,"hand",0.0302467642857143,"OP"
21400,"A_20130906_1124_01.mp4",19845,1,1,1,1,1,1,1,0.169929,0.126113,0.448263,0.435371,"face",0.324279065071429,"OP"
21405,"A_20130705_0922_01.mp4",44935,2,2,2,0,0,0,1,0.138573,0.076094,0.54857,0.495984,"hand",0.091567019047619,"OP"
21405,"A_20130705_0922_01.mp4",44935,2,2,2,0,0,0,1,0.062263,0.068117,0.897904,0.820956,"hand",0.0111013561904762,"OP"
21405,"A_20130705_0922_01.mp4",44935,2,2,2,0,0,0,1,0.077574,0.02743,0.550474,0.444447,"hand",0.0214843904761905,"OP"
21405,"A_20130705_0922_01.mp4",44935,2,2,2,0,0,0,1,0,0,0,0,"hand",0,"OP"
21405,"A_20130705_0922_01.mp4",44935,2,2,2,0,0,0,1,0,0,0,0,"face",0,"OP"
21405,"A_20130705_0922_01.mp4",44935,2,2,2,0,0,0,1,0,0,0,0,"face",0,"OP"
21408,"A_20140301_1716_03.mp4",3210,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
21408,"A_20140301_1716_03.mp4",3210,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
21408,"A_20140301_1716_03.mp4",3210,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
2141,"S_20150331_2914_01.mp4",6365,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
2141,"S_20150331_2914_01.mp4",6365,1,1,1,1,1,1,1,0.101755,0.062408,0.670499,0.883776,"hand",0.0219425238095238,"OP"
2141,"S_20150331_2914_01.mp4",6365,1,1,1,1,1,1,1,0.267751,0.247684,0.668088,0.55457,"face",0.645928072857143,"OP"
21412,"A_20130719_1006_02.mp4",30580,1,1,1,1,0,0,1,0.0478700000000001,0.048199,0.467411,1.05982,"hand",0.0090725119047619,"OP"
21412,"A_20130719_1006_02.mp4",30580,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
21412,"A_20130719_1006_02.mp4",30580,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21413,"A_20140305_1720_01.mp4",7235,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
21413,"A_20140305_1720_01.mp4",7235,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
21413,"A_20140305_1720_01.mp4",7235,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
21414,"A_20130712_0929_01.mp4",2470,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
21414,"A_20130712_0929_01.mp4",2470,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
21414,"A_20130712_0929_01.mp4",2470,1,1,1,1,1,1,0,0.1743307,0.115469,0.391615,0.245175,"face",0.0174289381285714,"OP"
21415,"A_20140506_1923_02.mp4",42615,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21415,"A_20140506_1923_02.mp4",42615,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21415,"A_20140506_1923_02.mp4",42615,1,1,1,0,0,1,0,0.00748799999999994,0,0.0354733,0.939031,"face",3.46185728571429e-05,"OP"
21419,"A_20140223_1710_01.mp4",7660,2,2,2,1,1,1,1,0.100215,0.0786159999999999,0.847997,0.68325,"hand",0.02850384,"OP"
21419,"A_20140223_1710_01.mp4",7660,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
21419,"A_20140223_1710_01.mp4",7660,2,2,2,1,1,1,1,0.0604960000000001,0.040234,0.709739,0.61126,"hand",0.160412077619048,"OP"
21419,"A_20140223_1710_01.mp4",7660,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
21419,"A_20140223_1710_01.mp4",7660,2,2,2,1,1,1,1,0.179002,0.087365,0.775098,0.349134,"face",0.00664229513285714,"OP"
21419,"A_20140223_1710_01.mp4",7660,2,2,2,1,1,1,1,0,0,0,0,"face",0,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0,0,0,0,"hand",0,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0.118994,0.102344,0.574024,0.379187,"hand",0.04897258,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0.12328,0.112087,0.564372,0.303399,"hand",0.0228371971428571,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0,0,0,0,"hand",0,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0,0,0,0,"hand",0,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0,0,0,0,"hand",0,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0.0523346,0.0901030000000001,0.353507,0.126823,"face",0.00105360219857143,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0,0,0,0,"face",0,"OP"
2142,"S_20140510_1823_07.mp4",9505,3,3,3,1,0,1,1,0,0,0,0,"face",0,"OP"
21420,"A_20140216_1703_04.mp4",14210,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
21420,"A_20140216_1703_04.mp4",14210,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
21420,"A_20140216_1703_04.mp4",14210,1,1,1,1,1,1,0,0.097287,0.110239,0.186174,0.273722,"face",0.32542423,"OP"
21421,"A_20140509_1926_01.mp4",19980,1,1,1,0,1,0,1,0.02192,0.038712,0.387102,0.337353,"hand",0.00848914285714286,"OP"
21421,"A_20140509_1926_01.mp4",19980,1,1,1,0,1,0,1,0,0,0,0,"hand",0,"OP"
21421,"A_20140509_1926_01.mp4",19980,1,1,1,0,1,0,1,0,0,0,0,"face",0,"OP"
21422,"A_20140216_1703_01.mp4",23435,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
21422,"A_20140216_1703_01.mp4",23435,1,1,1,1,0,0,1,0.138853,0.084635,0.222122,0.575407,"hand",0.0259950095238095,"OP"
21422,"A_20140216_1703_01.mp4",23435,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21424,"A_20140513_2000_03.mp4",39685,1,1,1,1,1,1,1,0.074103,0.1802222,0.0156188,0.916551,"hand",0.0866419476190476,"OP"
21424,"A_20140513_2000_03.mp4",39685,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
21424,"A_20140513_2000_03.mp4",39685,1,1,1,1,1,1,1,0.146384,0.17105094,0.00180206,0.563805,"face",0.00612074255285714,"OP"
21425,"A_20140307_1722_02.mp4",7275,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
21425,"A_20140307_1722_02.mp4",7275,1,1,1,1,1,1,1,0.110646,0.111262,0.140881,0.848203,"hand",0.446728095238095,"OP"
21425,"A_20140307_1722_02.mp4",7275,1,1,1,1,1,1,1,0.1457949,0.063752,0.260943,0.188869,"face",0.00044392683,"OP"
21428,"A_20140301_1716_02.mp4",13315,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21428,"A_20140301_1716_02.mp4",13315,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21428,"A_20140301_1716_02.mp4",13315,1,1,1,0,0,1,0,0.084916,0.058938,0.862318,0.498657,"face",0.000194132537142857,"OP"
21429,"A_20150106_2724_01.mp4",27715,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21429,"A_20150106_2724_01.mp4",27715,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21429,"A_20150106_2724_01.mp4",27715,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21429,"A_20150106_2724_01.mp4",27715,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21429,"A_20150106_2724_01.mp4",27715,2,2,2,1,0,0,0,0,0,0,0,"face",0,"OP"
21429,"A_20150106_2724_01.mp4",27715,2,2,2,1,0,0,0,0,0,0,0,"face",0,"OP"
21434,"A_20130612_0830_02.mp4",2370,1,1,1,1,1,1,1,0.02702,0.010322,0.330946,0.385503,"hand",0.0123666252380952,"OP"
21434,"A_20130612_0830_02.mp4",2370,1,1,1,1,1,1,1,0.037881,0.012024,0.222993,0.441738,"hand",0.0883910171428571,"OP"
21434,"A_20130612_0830_02.mp4",2370,1,1,1,1,1,1,1,0.045109,0.055824,0.261234,0.21711,"face",0.0114162502871429,"OP"
21436,"A_20130731_1018_01.mp4",20370,1,1,1,0,1,0,0,0,0,0,0,"hand",0,"OP"
21436,"A_20130731_1018_01.mp4",20370,1,1,1,0,1,0,0,0,0,0,0,"hand",0,"OP"
21436,"A_20130731_1018_01.mp4",20370,1,1,1,0,1,0,0,0,0,0,0,"face",0,"OP"
21438,"A_20140330_1817_02.mp4",26250,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21438,"A_20140330_1817_02.mp4",26250,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21438,"A_20140330_1817_02.mp4",26250,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21438,"A_20140330_1817_02.mp4",26250,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
21438,"A_20140330_1817_02.mp4",26250,2,2,2,1,0,0,0,0,0,0,0,"face",0,"OP"
21438,"A_20140330_1817_02.mp4",26250,2,2,2,1,0,0,0,0,0,0,0,"face",0,"OP"
21440,"A_20140214_1701_01.mp4",0,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21440,"A_20140214_1701_01.mp4",0,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21440,"A_20140214_1701_01.mp4",0,1,1,1,0,0,1,0,0.014688,0.059229,0.710913,0.374036,"face",9.66603385714286e-05,"OP"
21442,"A_20150106_2724_02.mp4",1185,1,1,1,1,0,0,1,0.01962,0.03064,0.603322,0.423192,"hand",0.0114037861904762,"OP"
21442,"A_20150106_2724_02.mp4",1185,1,1,1,1,0,0,1,0.049339,0.0218269999999999,0.480572,0.404523,"hand",0.0131491823809524,"OP"
21442,"A_20150106_2724_02.mp4",1185,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21443,"A_20130622_0909_03.mp4",43365,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
21443,"A_20130622_0909_03.mp4",43365,2,2,2,1,1,1,1,0.188631,0.136349,0.428224,1.15538,"hand",0.0212232247619048,"OP"
21443,"A_20130622_0909_03.mp4",43365,2,2,2,1,1,1,1,0.125818,0.129964,0.241392,1.09529,"hand",0.0134744876190476,"OP"
21443,"A_20130622_0909_03.mp4",43365,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
21443,"A_20130622_0909_03.mp4",43365,2,2,2,1,1,1,1,0.349489,0.273371,0.268168,0.454711,"face",0.791397028571429,"OP"
21443,"A_20130622_0909_03.mp4",43365,2,2,2,1,1,1,1,0,0,0,0,"face",0,"OP"
21445,"A_20141004_2421_02.mp4",8695,1,1,1,1,0,0,1,0.135114,0.0620769999999999,0.64614,0.53783,"hand",0.0323893128571429,"OP"
21445,"A_20141004_2421_02.mp4",8695,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
21445,"A_20141004_2421_02.mp4",8695,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21446,"A_20140530_2017_01.mp4",10565,1,1,1,1,1,0,1,0.023905,0.011781,0.309173,0.295467,"hand",0.00534723095238095,"OP"
21446,"A_20140530_2017_01.mp4",10565,1,1,1,1,1,0,1,0.010496,0.00216,0.272486,0.302868,"hand",0.00398972623809524,"OP"
21446,"A_20140530_2017_01.mp4",10565,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
21448,"A_20140720_2207_04.mp4",995,1,1,1,1,1,1,1,0.232362,0.197004,0.665359,0.715752,"hand",0.413735380952381,"OP"
21448,"A_20140720_2207_04.mp4",995,1,1,1,1,1,1,1,0.313716,0.342899,0.448252,0.633989,"hand",0.308897680952381,"OP"
21448,"A_20140720_2207_04.mp4",995,1,1,1,1,1,1,1,0.2668966,0.162286,0.630351,0.221628,"face",0.714396428571429,"OP"
21449,"A_20140209_1627_02.mp4",4145,1,1,1,1,0,0,1,0.04997,0.067619,0.501873,0.505847,"hand",0.0055217219047619,"OP"
21449,"A_20140209_1627_02.mp4",4145,1,1,1,1,0,0,1,0.027314,0.027087,0.379829,0.418993,"hand",0.0108330838095238,"OP"
21449,"A_20140209_1627_02.mp4",4145,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21450,"A_20150216_2903_01.mp4",37375,1,1,1,0,0,1,1,0.0551999999999999,0.0304697,-0.0065733,0.79588,"hand",0.0172639714285714,"OP"
21450,"A_20150216_2903_01.mp4",37375,1,1,1,0,0,1,1,0,0,0,0,"hand",0,"OP"
21450,"A_20150216_2903_01.mp4",37375,1,1,1,0,0,1,1,0.0520889999999999,0.0404413,-0.0191303,0.620933,"face",0.00644951414142857,"OP"
21453,"A_20130624_0911_02.mp4",47890,1,1,1,1,0,0,1,0.0231534,0.00880400000000003,0.422679,0.047461,"hand",0.00530769366666667,"OP"
21453,"A_20130624_0911_02.mp4",47890,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
21453,"A_20130624_0911_02.mp4",47890,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21458,"A_20140117_1604_01.mp4",22560,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
21458,"A_20140117_1604_01.mp4",22560,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
21458,"A_20140117_1604_01.mp4",22560,1,1,1,1,1,0,0,0,0,0,0,"face",0,"OP"
2146,"S_20140426_1809_01.AVI.mp4",25390,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
2146,"S_20140426_1809_01.AVI.mp4",25390,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
2146,"S_20140426_1809_01.AVI.mp4",25390,1,1,1,1,1,0,0,0,0,0,0,"face",0,"OP"
21462,"A_20140216_1703_05.mp4",50190,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
21462,"A_20140216_1703_05.mp4",50190,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
21462,"A_20140216_1703_05.mp4",50190,1,1,1,0,1,1,0,0.20692326,0.1368357,0.0676643,0.202923,"face",0.138454648714286,"OP"
21463,"A_20130719_1006_02.mp4",2890,1,1,1,1,1,1,1,0.022525,0.011137,0.436399,0.582369,"hand",0.00676010142857143,"OP"
21463,"A_20130719_1006_02.mp4",2890,1,1,1,1,1,1,1,0.017084,0.037352,0.338367,0.543248,"hand",0.00689749047619048,"OP"
21463,"A_20130719_1006_02.mp4",2890,1,1,1,1,1,1,1,0.114058,0.08174,0.348222,0.290515,"face",0.000109863781428571,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0,0,0,0,"hand",0,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0.0100699999999999,0.01312,0.891101,0.583895,"hand",0.0058284219047619,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0,0,0,0,"hand",0,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0,0,0,0,"hand",0,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0,0,0,0,"hand",0,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0.042797,0.036056,0.769581,0.554668,"hand",0.00190319154761905,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0,0,0,0,"face",0,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0,0,0,0,"face",0,"OP"
21465,"A_20141124_2611_01.mp4",8445,3,3,3,1,1,0,1,0,0,0,0,"face",0,"OP"
21467,"A_20130823_1110_01.mp4",38755,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
21467,"A_20130823_1110_01.mp4",38755,1,1,1,1,0,0,1,0.082524,0.08787,0.728463,0.326724,"hand",0.0382489285714286,"OP"
21467,"A_20130823_1110_01.mp4",38755,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21470,"A_20130914_1201_01.mp4",4390,1,1,1,0,1,1,1,0.197236,0.102948,0.130236,0.339516,"hand",0.0072954119047619,"OP"
21470,"A_20130914_1201_01.mp4",4390,1,1,1,0,1,1,1,0,0,0,0,"hand",0,"OP"
21470,"A_20130914_1201_01.mp4",4390,1,1,1,0,1,1,1,0.2825108,0.191325,0.189361,0.264462,"face",0.163570031428571,"OP"
21473,"A_20130823_1110_03.mp4",21460,2,2,2,1,0,0,1,0,0,0,0,"hand",0,"OP"
21473,"A_20130823_1110_03.mp4",21460,2,2,2,1,0,0,1,0,0,0,0,"hand",0,"OP"
21473,"A_20130823_1110_03.mp4",21460,2,2,2,1,0,0,1,0.0899319999999999,0.0337069999999999,0.578094,0.874387,"hand",0.0107132566666667,"OP"
21473,"A_20130823_1110_03.mp4",21460,2,2,2,1,0,0,1,0,0,0,0,"hand",0,"OP"
21473,"A_20130823_1110_03.mp4",21460,2,2,2,1,0,0,1,0,0,0,0,"face",0,"OP"
21473,"A_20130823_1110_03.mp4",21460,2,2,2,1,0,0,1,0,0,0,0,"face",0,"OP"
21474,"A_20140115_1602_02.mp4",3105,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21474,"A_20140115_1602_02.mp4",3105,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
21474,"A_20140115_1602_02.mp4",3105,1,1,1,0,0,1,0,0.103235,0.044862,0.19532,0.548867,"face",0.00311484960142857,"OP"
21476,"A_20140117_1604_02.mp4",48220,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
21476,"A_20140117_1604_02.mp4",48220,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
21476,"A_20140117_1604_02.mp4",48220,2,2,2,1,1,0,1,0.024227,0.03221,0.72583,0.507292,"hand",0.0103673133333333,"OP"
21476,"A_20140117_1604_02.mp4",48220,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
21476,"A_20140117_1604_02.mp4",48220,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
21476,"A_20140117_1604_02.mp4",48220,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
21479,"A_20150104_2722_03.mp4",6905,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
21479,"A_20150104_2722_03.mp4",6905,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
21479,"A_20150104_2722_03.mp4",6905,1,1,1,1,1,0,0,0,0,0,0,"face",0,"OP"
2148,"S_20140326_1709_02.mp4",4145,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
2148,"S_20140326_1709_02.mp4",4145,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
2148,"S_20140326_1709_02.mp4",4145,1,1,1,0,1,1,0,0.372124,0.28213,0.33468,0.513453,"face",0.607285671428571,"OP"
21481,"A_20140704_2121_02.mp4",8480,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
21481,"A_20140704_2121_02.mp4",8480,1,1,1,1,0,0,1,0.011362,0.018657,0.235189,0.194628,"hand",0.0100482652380952,"OP"
21481,"A_20140704_2121_02.mp4",8480,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
21483,"A_20130531_0818_02.mp4",16515,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
21483,"A_20130531_0818_02.mp4",16515,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
21483,"A_20130531_0818_02.mp4",16515,2,2,2,1,1,1,1,0.048397,0.0306109999999999,0.57864,0.962889,"hand",0.0211101142857143,"OP"
21483,"A_20130531_0818_02.mp4",16515,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
21483,"A_20130531_0818_02.mp4",16515,2,2,2,1,1,1,1,0,0,0,0,"face",0,"OP"
21483,"A_20130531_0818_02.mp4",16515,2,2,2,1,1,1,1,0.114363,0.088003,0.324178,0.704782,"face",0.00365694069857143,"OP"
21484,"A_20141214_2701_01.mp4",52600,1,1,1,1,1,1,1,0.0442360000000001,0.029801,0.856001,0.860544,"hand",0.0131485685714286,"OP"
21484,"A_20141214_2701_01.mp4",52600,1,1,1,1,1,1,1,0.0656909999999999,0.0365800000000001,0.734218,0.776681,"hand",0.0282037619047619,"OP"
21484,"A_20141214_2701_01.mp4",52600,1,1,1,1,1,1,1,0.141401,0.071061,0.801841,0.507263,"face",0.00202085046,"OP"
21490,"A_20150123_2810_02.mp4",39595,1,1,1,1,1,1,1,0.168614,0.14031,0.244607,0.639347,"hand",0.0188570919047619,"OP"
21490,"A_20150123_2810_02.mp4",39595,1,1,1,1,1,1,1,0.064551,0.069679,0.320232,0.536727,"hand",0.0167227947619048,"OP"
21490,"A_20150123_2810_02.mp4",39595,1,1,1,1,1,1,1,0.32892212,0.218526,0.365841,0.326181,"face",0.00114575610857143,"OP"
21491,"A_20140307_1722_04.mp4",16055,1,1,1,1,1,0,1,0.019206,0.00884200000000002,0.379787,0.493182,"hand",0.0015760130952381,"OP"
21491,"A_20140307_1722_04.mp4",16055,1,1,1,1,1,0,1,0.00513999999999998,0.00853900000000007,0.334151,0.453773,"hand",0.00903333857142857,"OP"
21491,"A_20140307_1722_04.mp4",16055,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
21492,"A_20140131_1618_02.mp4",9865,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
